ICAO,IATA,Name,City,Country,Altitude,Latitude,Longitude
SLTJ,TJA,CAPITAN ORIEL LEA PLAZA,TARIJA,BOLIVIA,1855,-21.556,-64.701
WIKD,TJQ,H AS HANANDJOEDDIN,TANJUNG PANDAN,INDONESIA,50,-2.746,107.755
WRLG,TJS,N/A,TANJUNG SELOR,INDONESIA,0,0,0
PATK,TKA,TALKEETNA,TALKEETNA,USA,110,62.32,-150.094
FKKC,TKC,TIKO,TIKO,CAMEROON,47,4.089,9.36
DGTK,TKD,TAKORADI,TAKORADI,GHANA,7,4.893,-1.775
NZTK,TKF,N/A,TAKAKA,NEW ZEALAND,0,0,0
PTKK,TKK,CHUUK INTERNATIONAL,CHUUK,MICRONESIA,4,7.462,151.843
RJKN,TKN,TOKUNOSHIMA,TOKUNOSHIMA,JAPAN,6,27.836,128.881
NTGT,TKP,TAKAPOTO,TAKAPOTO,FRENCH POLYNESIA,4,-14.712,-145.253
RJOS,TKS,TOKUSHIMA,TOKUSHIMA,JAPAN,8,34.133,134.606
EFTU,TKU,TURKU,TURKU,FINLAND,50,60.514,22.263
NTGO,TKV,N/A,TATAKOTO,FRENCH POLYNESIA,0,0,0
NTKR,TKX,TAKAROA,TAKAROA,FRENCH POLYNESIA,4,-14.456,-145.024
MMTO,TLC,LICENCIADO ADOLFO LOPEZ MATEOS INTERNATIONAL,TOLUCA,MEXICO,2578,19.337,-99.566
FBTL,TLD,N/A,TULI LODGE,BOTSWANA,0,0,0
FMST,TLE,TOLIARA,TOLIARA,MADAGASCAR,9,-23.383,43.728
KTLH,TLH,TALLAHASSEE RGNL,TALLAHASSEE,USA,25,30.396,-84.35
WAMI,TLI,N/A,TOLI TOLI,INDONESIA,0,0,0
PATL,TLJ,TATALINA LRRS,TATALINA,USA,294,62.894,-155.976
EETN,TLL,TALLINN,TALLINN-ULEMISTE INTERNATIONAL,ESTONIA,41,59.413,24.833
DAON,TLM,ZENATA,TLEMCEN,ALGERIA,249,35.017,-1.45
LFTH,TLN,HYERES,HYERES,FRANCE,3,43.097,6.146
LFBO,TLS,BLAGNAC,TOULOUSE,FRANCE,153,43.629,1.364
LLBG,TLV,BEN GURION,TEL-AVIV,ISRAEL,42,32.009,34.877
KTMB,TMB,KENDALL TAMIAMI EXECUTIVE,KENDALL-TAMIAMI,USA,3,25.648,-80.433
GQNM,TMD,N/A,TIMBEDRA,MAURITANIA,0,0,0
SKTM,TME,TAME,TAME,COLOMBIA,321,6.451,-71.76
WAKT,TMH,N/A,TANAH MERAH,INDONESIA,0,0,0
DGLE,TML,TAMALE,TAMALE,GHANA,169,9.563,-0.863
FMMT,TMM,TOAMASINA,TOAMASINA,MADAGASCAR,7,-18.109,49.392
NGTM,TMN,N/A,TAMANA,KIRIBATI,0,0,0
EFTP,TMP,TAMPERE PIRKKALA,TAMPERE,FINLAND,119,61.414,23.604
DAAT,TMR,TAMANRASSET,TAMANRASSET,ALGERIA,1378,22.811,5.451
FPST,TMS,SAO TOME INTERNATIONAL,SAO TOME,SAO TOME & PRINCIPE,11,0.378,6.712
YSTW,TMW,TAMWORTH,TAMWORTH,AUSTRALIA,407,-31.084,150.847
DAUT,TMX,TIMIMOUN,TIMIMOUN,ALGERIA,314,29.237,0.276
ZSTN,TNA,N/A,JINAN,CHINA,0,0,0
PATC,TNC,TIN CITY LRRS,TIN CITY,USA,83,65.563,-167.922
RJFG,TNE,TANEGASHIMA,TANEGASHIMA,JAPAN,98,30.547,130.95
LFPN,TNF,TOUSSUS LE NOBLE,TOUSSOUS-LE-NOBLE,FRANCE,164,48.752,2.106
GMTT,TNG,IBN BATOUTA,TANGER,MOROCCO,19,35.727,-5.917
VIST,TNI,N/A,SATNA,INDIA,0,0,0
WIKN,TNJ,KIJANG,TANJUNG PINANG,INDONESIA,18,0.922,104.532
RCNN,TNN,TAINAN,TAINAN,TAIWAN,20,22.95,120.206
FMMI,TNR,ANTANANARIVO IVATO,ANTANANARIVO,MADAGASCAR,1280,-18.797,47.479
KTNT,TNT,DADE COLLIER TRAINING AND TRANSITION,MIAMI,USA,4,25.862,-80.897
DTTZ,TOE,NEFTA,TOZEUR,TUNISIA,88,33.94,8.111
LETO,TOJ,TORREJON,MADRID,SPAIN,608,40.487,-3.458
KTOL,TOL,Eugene F. Kranz Toledo Express Airport,TOLEDO,USA,N/A,N/A,N/A
GATB,TOM,TOMBOUCTOU,TOMBOUCTOU,MALI,264,16.73,-3.007
ENTC,TOS,TROMSO,TROMSO,NORWAY,10,69.683,18.919
NWWU,TOU,TOUHO,TOUHO,NEW CALEDONIA,4,-20.791,165.259
USTO,TOX,CABOOL MEM,TOBOLSK,RUSSIA,372,37.132,-92.084
RJNT,TOY,TOYAMA,TOYAMA,JAPAN,29,36.648,137.187
DITM,TOZ,N/A,TOUBA,IVORY COAST,0,0,0
KTPA,TPA,TAMPA INTERNATIONAL,TAMPA,USA,8,27.975,-82.533
SETR,TPC,TARAPOA,TARAPOA,ECUADOR,245,-0.123,-76.337
RCTP,TPE,CHIANG KAI SHEK INTERNATIONAL,TAIPEI,TAIWAN,33,25.08,121.232
SPST,TPP,TARAPOTO,TARAPOTO,PERU,275,-6.509,-76.373
MMEP,TPQ,TEPIC,TEPIC,MEXICO,919,21.419,-104.843
LICT,TPS,TRAPANI BIRGI,TRAPANI,ITALY,8,37.913,12.488
OPTU,TRB,TURBAT INTERNATIONAL,TURBO,COLOMBIA,152,25.986,63.03
MMTC,TRC,TORREON INTERNATIONAL,TORREON,MEXICO,1126,25.568,-103.411
ENVA,TRD,TRONDHEIM VAERNES,TRONDHEIM,NORWAY,18,63.458,10.94
EGPU,TRE,TIREE,TIREE,UK,12,56.499,-6.869
ENTO,TRF,TORP,TORP,NORWAY,88,59.187,10.259
NZTG,TRG,TAURANGA,TAURANGA,NEW ZEALAND,4,-37.672,176.196
KTRI,TRI,Tri-Cities Airport,TRI-CITIES,USA,N/A,N/A,N/A
WRLR,TRK,JUWATA,TARAKEN,INDONESIA,7,3.326,117.566
LIMF,TRN,TORINO,TORINO,ITALY,302,45.201,7.649
VCCT,TRR,CHINA BAY,TRINCIOMALEE,SRI LANKA,2,8.539,81.181
LIPQ,TRS,RONCHI DEI LEGIONARI,RONCHI DE LEGIONARI,ITALY,12,45.828,13.466
SPRU,TRU,CAPITAN CARLOS MARTINEZ DE PINILLOS,TRUJILLO,PERU,23,-8.085,-79.109
VOTV,TRV,THIRUVANANTHAPURAM INTERNATIONAL,TRIVANDRUM,INDIA,5,8.482,76.918
NGTA,TRW,BONRIKI INTERNATIONAL,TARAWA,KIRIBATI,3,1.381,173.147
VOTR,TRZ,TIRUCHIRAPPALLI,TIRUCHCHIRAPPALLI,INDIA,88,10.765,78.709
RCSS,TSA,SUNGSHAN,TAIPEI,TAIWAN,6,25.069,121.552
FATM,TSB,N/A,TSUMEB,NAMIBIA,0,0,0
UACC,TSE,ASTANA,TSELINOGRAD,RUSSIA,356,51.022,71.467
LIPH,TSF,TREVISO,TREVISO,ITALY,18,45.649,12.195
FZUK,TSH,N/A,TSHIKAPA,ZAIRE,0,0,0
RJDT,TSJ,TSUSHIMA,TSUSHIMA,JAPAN,65,34.285,129.33
MMTN,TSL,TAMUIN,TAMUIN,MEXICO,50,22.038,-98.806
ZBTJ,TSN,BINHAI,TIANJIN,CHINA,3,39.124,117.346
LRTR,TSR,GIARMATA,TIMISOARA,ROMANIA,107,45.81,21.338
VTST,TST,TRANG,TRANG,THAILAND,21,7.509,99.616
NGTS,TSU,N/A,TABITEUEA SOUTH,KIRIBATI,0,0,0
YBTL,TSV,TOWNSVILLE,TOWNSVILLE,AUSTRALIA,6,-19.253,146.765
GMAT,TTA,PLAGE BLANCHE,TAN TAN,MOROCCO,200,28.448,-11.161
LIET,TTB,TORTOLI,TORTOLI,ITALY,7,39.919,9.683
WAMT,TTE,BABULLAH,TERNATE,INDONESIA,15,0.832,127.381
OOTH,TTH,THUMRAIT,THUMRAIT,OMAN,479,17.666,54.024
RJOR,TTJ,TOTTORI,TOTTORI,JAPAN,20,35.53,134.166
KTTN,TTN,TRENTON MERCER,TRENTON,USA,65,40.277,-74.813
FMNT,TTS,N/A,TSARATANANA,MADAGASCAR,0,0,0
RCFN,TTT,FENGNIN,FENGNIN,TAIWAN,44,22.757,121.093
GMTN,TTU,SANIAT RMEL,TETOUAN,MOROCCO,4,35.594,-5.32
SETU,TUA,EL ROSAL TENIENTE MANTILLA,TULCAN,ECUADOR,2951,0.809,-77.708
NTAT,TUB,TUBUAI,TUBUAI,FRENCH POLYNESIA,3,-23.365,-149.524
SANT,TUC,TENIENTE BENJAMIN MATIENZO,TUCUMAN,ARGENTINA,456,-26.841,-65.105
GOTT,TUD,TAMBACOUNDA,TAMBACOUNDA,SENEGAL,50,13.737,-13.653
LFOT,TUF,VAL DE LOIRE,TOURS,FRANCE,109,47.432,0.728
OETR,TUI,TURAIF,TURAIF,SAUDI ARABIA,855,31.692,38.731
KTUL,TUL,TULSA INTERNATIONAL,TULSA,USA,207,36.198,-95.888
DTTA,TUN,CARTHAGE,TUNIS,TUNISIA,7,36.851,10.227
NZAP,TUO,TAUPO,TAUPO,NEW ZEALAND,407,-38.74,176.084
KTUP,TUP,Tupelo Regional Airport (C.D. Lemons Field),TUPELO,USA,N/A,N/A,N/A
SBTU,TUR,TUCURUI,TUCURUI,BRAZIL,253,-3.785,-49.719
KTUS,TUS,TUCSON INTERNATIONAL,TUCSON,USA,806,32.116,-110.941
OETB,TUU,TABUK,TABUK,SAUDI ARABIA,778,28.365,36.619
SVTC,TUV,TUCUPITA,TUCUPITA,VENEZUELA,5,9.089,-62.094
FMMR,TVA,N/A,MORAFENOBE,MADAGASCAR,0,0,0
KTVC,TVC,Cherry Capital Airport (was Cherry County Airpark),TRAVERSE CITY,USA,N/A,N/A,N/A
KTWF,TWF,Magic Valley Regional Airport (Joslin Field),TWIN FALLS,USA,N/A,N/A,N/A
WBKW,TWU,TAWAU,TAWAU,MALAYSIA,18,4.313,118.122
MMTA,TXA,TLAXCALA,TLAXCALA,MEXICO,2509,19.536,-98.173
RCLG,TXG,TAICHUNG,CHUNG,TAIWAN,113,24.186,120.654
KTXK,TXK,TEXARKANA RGNL WEBB FLD,TEXARKANA,USA,119,33.454,-93.991
EDDT,TXL,TEGEL,BERLIN,GERMANY,38,52.559,13.287
WAST,TXM,N/A,TEMINABUAN,INDONESIA,0,0,0
ZSTX,TXN,N/A,TUNXI,CHINA,0,0,0
DITB,TXU,N/A,TABOU,IVORY COAST,0,0,0
SPYL,TYL,CAPITAN MONTES,TALARA,PERU,86,-4.576,-81.254
ZBYN,TYN,WUSU,TAIYUAN,CHINA,785,37.747,112.629
KTYR,TYR,TYLER POUNDS RGNL,TYLER,USA,166,32.354,-95.402
KTYS,TYS,MC GHEE TYSON,KNOXVILLE,USA,300,35.812,-83.993
LTCG,TZX,TRABZON,TRABZON,TURKEY,32,40.995,39.79
NTMU,UAH,N/A,UA HUKA,FRENCH POLYNESIA,0,0,0
BGBW,UAK,NARSARSUAQ,NARSSARSSUAQ,GREENLAND,35,61.161,-45.427
FNUA,UAL,N/A,LUAU,ANGOLA,0,0,0
PGUA,UAM,ANDERSEN AFB,ANDERSEN,MARIANA ISLANDS,192,13.584,144.93
NTMP,UAP,N/A,UA POU,FRENCH POLYNESIA,0,0,0
SANU,UAQ,SAN JUAN,SAN JULIAN,ARGENTINA,598,-31.571,-68.418
HKSB,UAS,N/A,SAMBURU,KENYA,0,0,0
SBUR,UBA,UBERABA,UBERABA,BRAZIL,810,-19.765,-47.965
RJDC,UBJ,YAMAGUCHI UBE,YAMAGUCHI,JAPAN,8,33.93,131.279
VTUT,UBP,N/A,UBON RATCHATHANI,THAILAND,0,0,0
GLBU,UCN,N/A,BUCHANAN,LIBERIA,0,0,0
UUYH,UCT,N/A,UKHTA,RUSSIA,0,0,0
SBUL,UDI,UBERLANDIA,UBERLANDIA,BRAZIL,944,-18.883,-48.226
VAUD,UDR,UDAIPUR,UDAIPUR,INDIA,510,24.617,73.913
FQQL,UEL,QUELIMANE,QUELIMANE,MOZAMBIQUE,11,-17.856,36.869
ROKJ,UEO,KUMEJIMA,KUMEJIMA,JAPAN,8,26.363,126.714
OPQT,UET,QUETTA,QUETTA,PAKISTAN,1606,30.251,66.938
UWUU,UFA,UFA,UFA,RUSSIA,137,54.557,55.874
KUGN,UGN,WAUKEGAN RGNL,CHICAGO,USA,222,42.422,-87.868
FNUG,UGO,UIGE,UIGE,ANGOLA,830,-7.603,15.028
SKUI,UIB,EL CARANO,QUIBDO,COLOMBIA,63,5.691,-76.641
MHUT,UII,N/A,UTILA,HONDURAS,0,0,0
SEQU,UIO,MARISCAL SUCRE INTERNATIONAL,QUITO,ECUADOR,2813,-0.141,-78.488
LFRQ,UIP,PLUGUFFAN,QUIMPER,FRANCE,91,47.975,-4.168
ODAM,UKR,N/A,MUKEIRAS,YEMEN,0,0,0
SAWJ,ULA,SAN JULIAN,SAN JULIAN,ARGENTINA,58,-49.307,-67.802
NVSU,ULB,N/A,ULEI,VANUATU,0,0,0
SCTI,ULC,LOS CERRILLOS,SANTIAGO,CHILE,512,-33.493,-70.698
FAUL,ULD,PRINCE MANGOSUTHU BUTHELEZI,ULUNDI,SOUTH AFRICA,525,-28.321,31.416
ZMUB,ULN,BUYANT UKHAA,ULAN BATOR,MONGOLIA,1331,47.843,106.766
SKUL,ULQ,FARFAN,TULUA,COLOMBIA,955,4.088,-76.235
ESNU,UME,UMEA,UMEA,SWEDEN,8,63.792,20.282
YPWR,UMR,WOOMERA,WOOMERA,AUSTRALIA,168,-31.144,136.817
OAUZ,UND,KUNDUZ,KUNDUZ,AFGHANISTAN,435,36.665,68.911
FXQN,UNE,N/A,QACHAS NEK,LESOTHO,0,0,0
TVSU,UNI,N/A,UNION ISLAND,ST.VINCENT/GRENADINES,0,0,0
PAUN,UNK,UNALAKLEET,UNALAKLEET,USA,7,63.888,-160.799
EGPW,UNT,N/A,UNST,SHETLAND ISLAND,0,0,0
WAAA,UPG,HASANUDDIN,UJUNG PANDANG,INDONESIA,15,-5.062,119.554
MMPN,UPN,LICENCIADO Y GEN IGNACIO LOPEZ RAYON,URUAPAN,MEXICO,1593,19.397,-102.039
PHUP,UPP,UPOLU,OPOLU,USA,30,20.265,-155.86
UARR,URA,URALSK,URALSK,RUSSIA,39,51.152,51.546
ZWWW,URC,DIWOPU,URUMQI,CHINA,649,43.907,87.474
SBUG,URG,RUBEM BERTA,URUGUAIANA,BRAZIL,79,-29.782,-57.038
LFOP,URO,VALLEE DE SEINE,ROUEN,FRANCE,157,49.384,1.175
OEGT,URY,GURIAT,GURIAT,SAUDI ARABIA,510,31.411,37.279
KJQF,USA,Concord-Padgett Regional Airport,CONCORD,USA,N/A,N/A,N/A
SAWH,USH,USHUAIA MALVINAS ARGENTINAS,USHUAIA,ARGENTINA,32,-54.843,-68.296
RKPU,USN,ULSAN,ULSAN,KOREA,14,35.593,129.352
FVGR,UTA,MUTARE GRAND REEF,MUTARE,ZIMBABWE,1020,-18.977,32.451
EHSB,UTC,SOESTERBERG,SOESTERBERG,NETHERLANDS,21,52.127,5.276
VTUD,UTH,UDON THANI,UDON THANI,THAILAND,177,17.386,102.788
FAUP,UTN,UPINGTON,UPINGTON,SOUTH AFRICA,851,-28.401,21.261
PAIM,UTO,INDIAN MOUNTAIN LRRS,INDIAN MOUNTAINS,USA,372,65.993,-153.704
VTBU,UTP,U TAPHAO INTERNATIONAL,RAYONG,THAILAND,18,12.68,101.005
FAUT,UTT,UMTATA,UMTATA,SOUTH AFRICA,732,-31.548,28.674
FAQT,UTW,QUEENSTOWN,QUEENSTOWN,SOUTH AFRICA,1109,-31.92,26.882
UIUU,UUD,MUKHINO,ULAN-UDE,RUSSIA,516,51.807,107.438
UHSS,UUS,KHOMUTOVO,YUZHNO-SAKHALINSK,RUSSIA,18,46.889,142.717
NWWV,UVE,OUVEA OULOUP,OUVEA,NEW CALEDONIA,8,-20.641,166.573
TLPL,UVF,HEWANORRA INTERNATIONAL,HEWANDORRA,ST. LUCIA ISLAND,5,13.733,-60.953
HENY,UVL,N/A,NEW VALLEY,EGYPT,0,0,0
HSNL,UYL,NYALA,NYALA,SUDAN,656,12.054,24.955
EFVA,VAA,VAASA,VAASA,FINLAND,6,63.051,21.761
KVAD,VAD,MOODY AFB,VALDOSTA,USA,72,30.968,-83.193
LFLU,VAF,CHABEUIL,VALENCE,FRANCE,161,44.921,4.97
SBVG,VAG,MAJOR BRIGADEIRO TROMPOWSKY,VARGINHA,BRAZIL,923,-21.59,-45.473
LTCI,VAN,VAN,VAN,TURKEY,1669,38.468,43.332
LBWN,VAR,VARNA,VARNA,BULGARIA,71,43.232,27.825
LTAR,VAS,SIVAS,SIVAS,TURKEY,1596,39.814,36.903
FMMY,VAT,N/A,VATOMANDRY,MADAGASCAR,0,0,0
NFTV,VAV,VAVAU INTERNATIONAL,VAVA'U,TONGA,72,-18.585,-173.963
KVBG,VBG,VANDENBERG AFB,LOMPOC,USA,112,34.729,-120.577
LIPO,VBS,MONTICHIARI,MONTICHIARI,ITALY,109,45.429,10.331
ESSV,VBY,VISBY,VISBY,SWEDEN,51,57.663,18.346
LIPZ,VCE,VENEZIA TESSERA,VENICE,ITALY,3,45.505,12.352
SBKP,VCP,VIRACOPOS,CAMPINAS,BRAZIL,662,-23.008,-47.134
KVCV,VCV,SOUTHERN CALIFORNIA LOGISTICS,VICTORVILLE,USA,880,34.593,-117.379
LLOV,VDA,OVDA,OVDA,ISRAEL,455,29.94,34.936
ENFG,VDB,FAGERNES LEIRIN,FAGERNES,NORWAY,823,61.011,9.293
GCHI,VDE,HIERRO,HIERRO,CANARY ISLANDS,32,27.815,-17.887
SAVV,VDM,GOBERNADOR CASTELLO,VIEDMA,ARGENTINA,7,-40.869,-63
SVVP,VDP,VALLE DE LA PASCUA,VALLE DE LA PASCUA,VENEZUELA,125,9.222,-65.993
SAOD,VDR,VILLA DOLORES,VILLA DOLORES,ARGENTINA,566,-31.941,-65.142
ENVD,VDS,N/A,VADSO,NORWAY,0,0,0
PAVD,VDZ,VALDEZ PIONEER FIELD,VALDEZ,USA,37,61.134,-146.248
MMVR,VER,GENERAL HERIBERTO JARA INTERNATIONAL,VERA CRUZ,MEXICO,33,19.145,-96.187
BIVM,VEY,VESTMANNAEYJAR,VESTMANNAEYJAR,ICELAND,100,63.424,-20.279
FVFA,VFA,VICTORIA FALLS INTERNATIONAL,VICTORIA FALLS,ZIMBABWE,1064,-18.096,25.839
VOBZ,VGA,VIJAYAWADA,VIJAYAWADA,INDIA,24,16.53,80.797
LEVX,VGO,VIGO,VIGO,SPAIN,261,42.232,-8.627
FNSA,VHC,SAURIMO,SAURIMO,ANGOLA,1093,-9.689,20.432
ESNV,VHM,VILHELMINA,VILHELMINA,SWEDEN,348,64.579,16.833
LFLV,VHY,CHARMEIL,VICHY,FRANCE,250,46.169,3.404
NTUV,VHZ,N/A,VAHITAHI,FRENCH POLYNESIA,0,0,0
LIPT,VIC,VICENZA,VICENZA,ITALY,40,45.574,11.531
LOWW,VIE,SCHWECHAT,VIENNA,AUSTRIA,183,48.11,16.57
TUPW,VIJ,N/A,VIRGIN GORDA,VIRGIN ISL.,0,0,0
FAVG,VIR,VIRGINIA,DURBAN,SOUTH AFRICA,7,-29.771,31.058
LEVT,VIT,VITORIA,VITORIA,SPAIN,513,42.883,-2.724
SBVT,VIX,GOIABEIRAS,VITORIA,BRAZIL,4,-20.256,-40.289
FABE,VIY,BISHO,BISHO,SOUTH AFRICA,595,-32.897,27.279
UUWW,VKO,VNUKOVO,MOSCOW,RUSSIA,210,55.591,37.261
UUYW,VKT,N/A,VORKUTA,RUSSIA,0,0,0
LEVC,VLC,VALENCIA,VALENCIA,SPAIN,69,39.489,-0.481
KVLD,VLD,Valdosta Regional Airport,VALDOSTA,USA,N/A,N/A,N/A
SAZV,VLG,VILLA GESELL,VILLA GESELL,ARGENTINA,11,-37.235,-57.029
NVVV,VLI,PORT VILA BAUERFIELD,PORT-VILA,VANUATU,22,-17.699,168.32
LEVD,VLL,VALLADOLID,VALLADOLID,SPAIN,846,41.706,-4.852
SVVA,VLN,ARTURO MICHELENA INTERNATIONAL,VALENCIA,VENEZUELA,431,10.158,-67.927
NVSV,VLS,N/A,VALESDIR,VANUATU,0,0,0
SVVL,VLV,DR ANTONIO NICOLAS BRICENO,VALERA,VENEZUELA,628,9.341,-70.584
VLSV,VNA,N/A,SARAVANE,LAOS,0,0,0
LFRV,VNE,MEUCON,VANNES,FRANCE,135,47.723,-2.718
UMWW,VNO,N/A,VILNIUS,RUSSIA,0,0,0
VIBN,VNS,VARANASI,VARANASI,INDIA,81,25.452,82.859
FQVL,VNX,VILANKULO,VILANKULU,MOZAMBIQUE,15,-22.018,35.313
URWW,VOG,GUMRAK,VOLGOGRAD,RUSSIA,147,48.782,44.345
FMNV,VOH,VOHIMARINA,VOHEMAR,MADAGASCAR,6,-13.376,50.003
LGBL,VOL,NEA ANCHIALOS,NEA ANGHIALOS,GREECE,25,39.219,22.794
UUOO,VOZ,CHERTOVITSKOYE,VORONEZH,RUSSIA,157,51.814,39.23
BIVO,VPN,N/A,VOPNAFJORDUR,ICELAND,0,0,0
KVPS,VPS,EGLIN AFB,VALPARAISO,USA,27,30.483,-86.525
TJCG,VQS,N/A,VIEQUES,PUERTO RICO,0,0,0
MUVR,VRA,JUAN GUALBERTO GOMEZ INTERNATIONAL,VARADERO,CUBA,65,23.034,-81.435
KVRB,VRB,VERO BEACH MUNI,VERO BEACH,USA,8,27.656,-80.418
EFVR,VRK,VARKAUS,VARKAUS,FINLAND,88,62.171,27.869
LPVR,VRL,VILA REAL,VILA REAL,ACORES,551,41.274,-7.72
LIPX,VRN,VILLAFRANCA,VILLAFRANCA,ITALY,73,45.396,10.888
FAVB,VRU,VRYBURG,VRYBURG,SOUTH AFRICA,1195,-26.982,24.729
MMVA,VSA,C P A CARLOS ROVIROSA INTERNATIONAL,VILLAHERMOSA,MEXICO,14,17.997,-92.817
ESOW,VST,VASTERAS,VASTERAS,SWEDEN,7,59.589,16.634
UMII,VTB,VITEBSK,VITEBSK,RUSSIA,47,55.167,30.133
VLVT,VTE,WATTAY INTERNATIONAL,VIENTIANE,LAOS,172,17.988,102.563
MUVT,VTU,HERMANOS AMEIJEIRAS,LAS TUNAS,CUBA,100,20.988,-76.936
VEVZ,VTZ,VISHAKHAPATNAM,VISHAKHAPATNAM,INDIA,0,0,0
SKVP,VUP,ALFONSO LOPEZ PUMAREJO,VALLEDUPAR,COLOMBIA,139,10.435,-73.249
FMMH,VVB,N/A,MAHANORO,MADAGASCAR,0,0,0
SKVV,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,425,4.168,-73.614
SLVR,VVI,VIRU VIRU INTERNATIONAL,SANTA CRUZ,BOLIVIA,374,-17.645,-63.135
UHWW,VVO,KNEVICHI,VLADIVOSTOK,RUSSIA,14,43.399,132.151
DAAP,VVZ,ILLIZI,ILLIZI,ALGERIA,542,26.573,8.484
FQLC,VXC,LICHINGA,LICHINGA,MOZAMBIQUE,1374,-13.274,35.266
GVSV,VXE,SAO PEDRO,SAO VICENTE ISLAND,CAPE VERDE ISLANDS,21,16.834,-25.057
ESMX,VXO,KRONOBERG,VAXJO,SWEDEN,186,56.929,14.728
FAVY,VYD,VRYHEID,VRYHEID,SOUTH AFRICA,1159,-27.787,30.795
HAWC,WAC,N/A,WACCA,ETHIOPIA,0,0,0
NZWU,WAG,WANGANUI,WANGANUI,NEW ZEALAND,9,-39.962,175.025
FMNW,WAI,ANTSOHIHY AMBALABE,ANTSOHIHY,MADAGASCAR,29,-14.899,47.994
KWAL,WAL,WALLOPS FLIGHT FACILITY,WALLOPS ISLAND,USA,13,37.94,-75.466
SCAP,WAP,ALTO PALENA,ALTO PALENA,CHILE,278,-43.615,-71.807
FMMG,WAQ,N/A,ANTSALOVA,MADAGASCAR,0,0,0
EIWF,WAT,WATERFORD,WATERFORD,IRELAND,37,52.187,-7.087
EPWA,WAW,OKECIE,WARSAW,POLAND,111,52.166,20.967
FMNF,WBD,N/A,BEFANDRIANA,MADAGASCAR,0,0,0
FMSB,WBO,N/A,BEROROHA,MADAGASCAR,0,0,0
SCTN,WCH,CHAITEN,CHAITEN,CHILE,4,-42.933,-72.699
FAWE,WDH,N/A,WINDHOEK,NAMIBIA,0,0,0
YBWP,WEI,WEIPA,WEIPA,AUSTRALIA,20,-12.679,141.925
FAWM,WEL,WELKOM,WELKOM,SOUTH AFRICA,1341,-27.998,26.669
FMSF,WFI,FIANARANTSOA,FIANARANTSOA,MADAGASCAR,1115,-21.441,47.112
YSWG,WGA,WAGGA WAGGA,WAGGA WAGGA,AUSTRALIA,221,-35.165,147.466
WRRW,WGP,MAU HAU,WAINGAPU,INDONESIA,12,-9.67,120.304
NZWK,WHK,WHAKATANE,WHAKATANE,NEW ZEALAND,7,-37.921,176.914
EGPC,WIC,WICK,WICK,UK,39,58.459,-3.093
HKNW,WIL,NAIROBI WILSON,NAIROBI,KENYA,1688,-1.322,36.815
HKWJ,WJR,WAJIR,WAJIR,KENYA,235,1.733,40.091
NZWF,WKA,WANAKA,WANAKA,NEW ZEALAND,349,-44.725,169.243
RJCW,WKJ,WAKKANAI,WAKKANAI,JAPAN,10,45.404,141.801
FVWN,WKM,HWANGE NATIONAL PARK,HWANGE NATIONAL PARK,ZIMBABWE,1080,-18.63,27.021
MYAW,WKR,N/A,WALKERS CAY,BAHAMAS,0,0,0
NZWN,WLG,WELLINGTON INTERNATIONAL,WELLINGTON,NEW ZEALAND,13,-41.327,174.805
NVSW,WLH,N/A,WALAHA,VANUATU,0,0,0
NLWW,WLS,HIHIFO,WALLIS,WALLIS & FUTUNA,25,-13.238,-176.199
FMNX,WMA,N/A,MANDRITSARA,MADAGASCAR,0,0,0
FMSC,WMD,N/A,MANDABE,MADAGASCAR,0,0,0
FMMC,WML,N/A,MALAIMBRANDY,MADAGASCAR,0,0,0
FMNR,WMN,MAROANTSETRA,MAROANTSETRA,MADAGASCAR,4,-15.437,49.688
FMNC,WMR,MANANARA AVARATRA,MANANARA,MADAGASCAR,3,-16.164,49.774
WAJW,WMX,WAMENA,WAMENA,INDONESIA,1550,-4.096,138.952
OPNH,WNS,NAWABSHAH,NAWABSHAH,PAKISTAN,29,26.219,68.39
ZSWZ,WNZ,N/A,WENZHOU,CHINA,0,0,0
EHWO,WOE,WOENSDRECHT,WOENSDRECHT,NETHERLANDS,20,51.449,4.342
RCWA,WOT,WANG AN,WANG AN,TAIWAN,4,23.371,119.494
FMNG,WPB,N/A,PORT BERGE,MADAGASCAR,0,0,0
KWRB,WRB,ROBINS AFB,MACON,USA,90,32.64,-83.592
NZWR,WRE,WHANGAREI,WHANGAREI,NEW ZEALAND,41,-35.768,174.365
PAWG,WRG,Wrangell Airport (also see Wrangell Seaplane Base),WRANGELL,USA,N/A,N/A,N/A
KWRI,WRI,MC GUIRE AFB,WRIGHTSTOWN,USA,41,40.016,-74.594
EPWR,WRO,STRACHOWICE,WROCLAW,POLAND,124,51.102,16.886
KWSD,WSD,CONDRON AAF,WHITE SANDS,USA,1200,32.341,-106.403
KWST,WST,Westerly State Airport,WESTERLY,USA,N/A,N/A,N/A
NZWS,WSZ,WESTPORT,WESTPORT,NEW ZEALAND,4,-41.738,171.581
FMMU,WTA,N/A,TAMBOHORANO,MADAGASCAR,0,0,0
MYGW,WTD,WEST END,WEST END,BAHAMAS,2,26.686,-78.978
EGXW,WTN,WADDINGTON,WADDINGTON,UK,71,53.166,-0.524
FMMX,WTS,N/A,TSIROANOMANDIDY,MADAGASCAR,0,0,0
